x,y,spawned,detected,attained,discovery,attainment,total_time
-2.75,2.75,1970-01-01 01:00:02,,,,,
-1.25,-2.75,1970-01-01 01:00:12,1970-01-01 01:00:17,1970-01-01 01:00:40,5.0,23.0,28.0
-2.25,2.75,1970-01-01 01:00:22,1970-01-01 01:00:24,1970-01-01 01:00:50,2.0,26.0,28.0
-1.25,-4.25,1970-01-01 01:00:32,,,,,
-0.75,-3.25,1970-01-01 01:00:42,1970-01-01 01:00:43,1970-01-01 01:01:03,1.0,20.0,21.0
-3.25,3.75,1970-01-01 01:00:52,1970-01-01 01:01:33,1970-01-01 01:02:05,41.0,32.0,73.0
-1.75,-0.75,1970-01-01 01:03:33,1970-01-01 01:03:39,1970-01-01 01:04:15,6.0,36.0,42.0
1.25,3.25,1970-01-01 01:01:12,,,,,
-3.25,2.75,1970-01-01 01:01:22,1970-01-01 01:01:28,1970-01-01 01:01:47,6.0,19.0,25.0
3.75,3.75,1970-01-01 01:01:32,1970-01-01 01:02:14,1970-01-01 01:02:30,42.0,16.0,58.0
-0.25,-3.25,1970-01-01 01:01:42,1970-01-01 01:01:46,1970-01-01 01:02:01,4.0,15.0,19.0
0.25,-2.75,1970-01-01 01:01:52,1970-01-01 01:01:58,1970-01-01 01:02:48,6.0,50.0,56.0
-1.25,-3.25,1970-01-01 01:02:03,1970-01-01 01:02:08,1970-01-01 01:02:58,5.0,50.0,55.0
0.75,-1.75,1970-01-01 01:02:13,,,,,
-0.25,-2.75,1970-01-01 01:08:45,,,,,
1.75,1.75,1970-01-01 01:02:33,1970-01-01 01:02:38,1970-01-01 01:03:36,5.0,58.0,63.0
1.25,2.75,1970-01-01 01:02:43,1970-01-01 01:02:49,1970-01-01 01:03:42,6.0,53.0,59.0
-2.25,-1.75,1970-01-01 01:02:53,1970-01-01 01:03:01,1970-01-01 01:03:10,8.0,9.0,17.0
0.25,-0.75,1970-01-01 01:03:03,1970-01-01 01:06:11,1970-01-01 01:06:41,188.0,30.0,218.0
-2.75,-3.75,1970-01-01 01:03:13,,,,,
1.75,-4.25,1970-01-01 01:03:43,,,,,
-1.75,-0.75,1970-01-01 01:03:33,1970-01-01 01:03:39,1970-01-01 01:04:15,6.0,36.0,42.0
1.75,-4.25,1970-01-01 01:03:43,,,,,
-1.75,-0.25,1970-01-01 01:03:53,1970-01-01 01:04:10,1970-01-01 01:04:41,17.0,31.0,48.0
-2.25,-0.25,1970-01-01 01:04:03,1970-01-01 01:04:11,1970-01-01 01:04:44,8.0,33.0,41.0
-2.75,-0.25,1970-01-01 01:04:14,1970-01-01 01:04:19,1970-01-01 01:04:40,5.0,21.0,26.0
-1.25,-1.25,1970-01-01 01:04:24,1970-01-01 01:04:30,1970-01-01 01:04:51,6.0,21.0,27.0
2.25,-4.25,1970-01-01 01:04:34,,,,,
2.75,3.75,1970-01-01 01:04:44,1970-01-01 01:05:26,1970-01-01 01:06:07,42.0,41.0,83.0
2.75,-3.25,1970-01-01 01:04:54,,,,,
-1.25,0.25,1970-01-01 01:05:04,1970-01-01 01:05:11,1970-01-01 01:05:37,7.0,26.0,33.0
0.75,0.25,1970-01-01 01:05:14,1970-01-01 01:07:08,1970-01-01 01:07:39,114.0,31.0,145.0
0.25,0.75,1970-01-01 01:05:24,,,,,
0.75,-0.25,1970-01-01 01:05:34,,,,,
1.25,1.25,1970-01-01 01:05:44,,,,,
-3.25,-1.25,1970-01-01 01:05:54,1970-01-01 01:07:05,1970-01-01 01:07:52,71.0,47.0,118.0
2.75,0.75,1970-01-01 01:06:04,1970-01-01 01:08:13,1970-01-01 01:09:23,129.0,70.0,199.0
-0.75,-4.25,1970-01-01 01:06:14,,,,,
-3.75,2.75,1970-01-01 01:06:24,,,,,
0.75,-3.25,1970-01-01 01:06:34,,,,,
-0.25,1.25,1970-01-01 01:06:44,,,,,
0.75,1.25,1970-01-01 01:06:54,1970-01-01 01:06:59,1970-01-01 01:07:19,5.0,20.0,25.0
3.25,-3.75,1970-01-01 01:07:05,,,,,
-2.75,-1.25,1970-01-01 01:07:15,1970-01-01 01:08:25,1970-01-01 01:08:50,70.0,25.0,95.0
1.25,3.75,1970-01-01 01:07:55,,,,,
2.25,-0.25,1970-01-01 01:07:35,,,,,
-1.75,-3.75,1970-01-01 01:08:15,1970-01-01 01:08:55,1970-01-01 01:09:37,40.0,42.0,82.0
1.25,3.75,1970-01-01 01:07:55,,,,,
2.25,3.75,1970-01-01 01:08:05,,,,,
-1.75,-3.75,1970-01-01 01:08:15,1970-01-01 01:08:55,1970-01-01 01:09:37,40.0,42.0,82.0
1.25,-1.75,1970-01-01 01:08:25,,,,,
3.75,1.75,1970-01-01 01:08:35,,,,,
-0.25,-2.75,1970-01-01 01:08:45,,,,,
-3.75,-1.25,1970-01-01 01:08:55,,,,,
-2.25,2.25,1970-01-01 01:09:05,,,,,
1.75,-3.75,1970-01-01 01:09:15,,,,,
0.75,-2.75,1970-01-01 01:09:25,,,,,
3.25,3.75,1970-01-01 01:09:35,,,,,
-2.25,-1.25,1970-01-01 01:09:46,,,,,
1.25,4.25,1970-01-01 01:09:56,,,,,
-1.25,-0.75,1970-01-01 01:10:06,,,,,
