x,y,spawned,detected,attained,discovery,attainment,discover_completion
2.25,-1.75,1970-01-01 01:00:02,,,,,
2.25,2.75,1970-01-01 01:00:12,1970-01-01 01:00:19,1970-01-01 01:00:46,7.0,27.0,34.0
-2.75,2.75,1970-01-01 01:00:22,,,,,
1.25,3.75,1970-01-01 01:00:32,,,,,
2.75,3.75,1970-01-01 01:00:42,1970-01-01 01:00:43,1970-01-01 01:01:30,1.0,47.0,48.0
1.25,2.25,1970-01-01 01:06:34,,,,,
0.75,0.75,1970-01-01 01:01:12,1970-01-01 01:01:18,1970-01-01 01:01:32,6.0,14.0,20.0
0.75,-2.25,1970-01-01 01:01:22,,,,,
2.25,-4.25,1970-01-01 01:09:25,,,,,
-0.25,4.25,1970-01-01 01:01:43,,,,,
0.25,-0.75,1970-01-01 01:01:53,,,,,
2.25,0.75,1970-01-01 01:02:13,1970-01-01 01:02:24,1970-01-01 01:02:42,11.0,18.0,29.0
0.75,1.25,1970-01-01 01:02:23,1970-01-01 01:02:39,1970-01-01 01:03:03,16.0,24.0,40.0
-1.25,4.25,1970-01-01 01:02:43,,,,,
-2.25,-2.25,1970-01-01 01:02:53,1970-01-01 01:03:53,1970-01-01 01:04:06,60.0,13.0,73.0
1.25,-0.25,1970-01-01 01:03:03,1970-01-01 01:03:21,1970-01-01 01:03:46,18.0,25.0,43.0
-3.25,2.25,1970-01-01 01:03:13,1970-01-01 01:04:47,1970-01-01 01:05:10,94.0,23.0,117.0
0.75,-3.25,1970-01-01 01:03:23,,,,,
-2.75,-2.25,1970-01-01 01:03:33,1970-01-01 01:04:21,1970-01-01 01:05:40,48.0,79.0,127.0
-0.75,3.75,1970-01-01 01:03:43,1970-01-01 01:07:00,1970-01-01 01:07:20,197.0,20.0,217.0
2.75,-3.75,1970-01-01 01:03:53,,,,,
-3.75,-2.25,1970-01-01 01:04:03,1970-01-01 01:04:36,1970-01-01 01:05:33,33.0,57.0,90.0
3.75,-3.75,1970-01-01 01:04:13,,,,,
2.75,3.25,1970-01-01 01:04:23,1970-01-01 01:05:43,1970-01-01 01:06:16,80.0,33.0,113.0
-1.75,-3.25,1970-01-01 01:05:14,1970-01-01 01:05:34,1970-01-01 01:05:51,20.0,17.0,37.0
1.25,2.75,1970-01-01 01:04:44,,,,,
-1.75,-0.25,1970-01-01 01:04:54,1970-01-01 01:05:11,1970-01-01 01:05:34,17.0,23.0,40.0
0.75,0.25,1970-01-01 01:05:04,,,,,
-1.75,-3.25,1970-01-01 01:05:14,1970-01-01 01:05:34,1970-01-01 01:05:51,20.0,17.0,37.0
-2.25,4.25,1970-01-01 01:05:24,,,,,
-2.75,-0.75,1970-01-01 01:05:34,,,,,
1.25,2.25,1970-01-01 01:06:34,,,,,
2.75,-3.25,1970-01-01 01:06:04,,,,,
-3.25,-1.75,1970-01-01 01:06:14,1970-01-01 01:06:24,1970-01-01 01:07:21,10.0,57.0,67.0
-0.25,-2.25,1970-01-01 01:06:24,,,,,
1.25,2.25,1970-01-01 01:06:34,,,,,
3.75,0.25,1970-01-01 01:06:44,,,,,
-2.25,0.25,1970-01-01 01:07:04,,,,,
-3.75,-0.75,1970-01-01 01:07:14,,,,,
0.25,1.75,1970-01-01 01:07:24,,,,,
0.75,2.75,1970-01-01 01:07:35,,,,,
-2.25,-4.25,1970-01-01 01:07:45,,,,,
-1.75,-4.25,1970-01-01 01:07:55,,,,,
2.25,3.75,1970-01-01 01:08:15,,,,,
2.25,3.75,1970-01-01 01:08:15,,,,,
-0.25,-0.75,1970-01-01 01:08:25,,,,,
-0.75,4.25,1970-01-01 01:08:35,,,,,
-0.25,1.25,1970-01-01 01:08:45,,,,,
1.25,-3.75,1970-01-01 01:08:55,,,,,
-1.25,-1.75,1970-01-01 01:09:05,,,,,
-0.75,1.25,1970-01-01 01:09:15,,,,,
2.25,-4.25,1970-01-01 01:09:25,,,,,
