x,y,spawned,detected,attained,discovery,attainment,total_time
1.75,-1.25,1970-01-01 01:00:02,,,,,
2.25,2.25,1970-01-01 01:09:07,,,,,
2.25,2.75,1970-01-01 01:00:22,1970-01-01 01:00:23,1970-01-01 01:00:44,1.0,21.0,22.0
-1.25,-3.25,1970-01-01 01:00:32,1970-01-01 01:00:33,1970-01-01 01:01:01,1.0,28.0,29.0
3.75,-0.25,1970-01-01 01:00:42,1970-01-01 01:00:50,1970-01-01 01:01:28,8.0,38.0,46.0
-4.25,-0.25,1970-01-01 01:00:53,1970-01-01 01:00:53,1970-01-01 01:01:22,0.0,29.0,29.0
3.25,-3.25,1970-01-01 01:03:44,,,,,
3.25,3.75,1970-01-01 01:01:13,1970-01-01 01:01:46,1970-01-01 01:03:17,33.0,91.0,124.0
0.25,2.75,1970-01-01 01:01:23,1970-01-01 01:01:37,1970-01-01 01:05:49,14.0,252.0,266.0
-1.25,0.25,1970-01-01 01:01:33,1970-01-01 01:01:38,1970-01-01 01:02:03,5.0,25.0,30.0
-2.25,-2.25,1970-01-01 01:01:43,1970-01-01 01:01:44,1970-01-01 01:01:54,1.0,10.0,11.0
-1.25,-0.25,1970-01-01 01:01:53,1970-01-01 01:01:54,1970-01-01 01:02:46,1.0,52.0,53.0
-2.25,-3.25,1970-01-01 01:08:26,1970-01-01 01:08:32,1970-01-01 01:08:50,6.0,18.0,24.0
0.25,-2.25,1970-01-01 01:02:13,1970-01-01 01:02:19,1970-01-01 01:02:43,6.0,24.0,30.0
-0.75,3.25,1970-01-01 01:02:23,,,,,
-0.75,-4.25,1970-01-01 01:03:24,1970-01-01 01:03:29,1970-01-01 01:05:06,5.0,97.0,102.0
1.25,-3.25,1970-01-01 01:02:44,1970-01-01 01:02:44,1970-01-01 01:02:56,0.0,12.0,12.0
1.25,-1.75,1970-01-01 01:02:54,,,,,
-3.75,3.25,1970-01-01 01:03:04,1970-01-01 01:03:36,1970-01-01 01:03:53,32.0,17.0,49.0
-1.75,-3.75,1970-01-01 01:03:14,1970-01-01 01:03:19,1970-01-01 01:03:53,5.0,34.0,39.0
-0.75,-4.25,1970-01-01 01:03:24,1970-01-01 01:03:29,1970-01-01 01:05:06,5.0,97.0,102.0
-0.25,0.75,1970-01-01 01:03:34,,,,,
3.25,-3.25,1970-01-01 01:03:44,,,,,
2.75,0.75,1970-01-01 01:07:16,1970-01-01 01:07:21,1970-01-01 01:07:44,5.0,23.0,28.0
-2.75,-2.25,1970-01-01 01:04:04,1970-01-01 01:04:10,1970-01-01 01:04:27,6.0,17.0,23.0
-2.75,-1.75,1970-01-01 01:04:14,1970-01-01 01:04:20,1970-01-01 01:04:32,6.0,12.0,18.0
-1.25,-1.25,1970-01-01 01:04:24,1970-01-01 01:04:30,1970-01-01 01:05:23,6.0,53.0,59.0
2.25,-3.75,1970-01-01 01:04:35,,,,,
2.25,1.75,1970-01-01 01:04:45,,,,,
-0.75,1.25,1970-01-01 01:07:26,1970-01-01 01:07:26,1970-01-01 01:08:49,0.0,83.0,83.0
2.25,1.25,1970-01-01 01:05:05,1970-01-01 01:05:05,1970-01-01 01:05:16,0.0,11.0,11.0
1.25,-4.25,1970-01-01 01:05:15,,,,,
3.75,2.25,1970-01-01 01:05:25,1970-01-01 01:05:31,1970-01-01 01:05:58,6.0,27.0,33.0
0.25,3.75,1970-01-01 01:05:35,,,,,
-1.25,-2.75,1970-01-01 01:05:45,1970-01-01 01:05:51,1970-01-01 01:06:22,6.0,31.0,37.0
0.75,-0.25,1970-01-01 01:05:55,1970-01-01 01:06:01,1970-01-01 01:06:22,6.0,21.0,27.0
-0.25,4.25,1970-01-01 01:06:05,1970-01-01 01:06:06,1970-01-01 01:08:10,1.0,124.0,125.0
0.75,-0.75,1970-01-01 01:06:15,1970-01-01 01:06:21,1970-01-01 01:06:43,6.0,22.0,28.0
-0.75,-0.75,1970-01-01 01:06:25,1970-01-01 01:06:32,1970-01-01 01:06:46,7.0,14.0,21.0
2.25,-4.25,1970-01-01 01:06:35,,,,,
2.25,4.25,1970-01-01 01:06:46,1970-01-01 01:06:53,1970-01-01 01:07:10,7.0,17.0,24.0
2.25,-0.25,1970-01-01 01:06:56,,,,,
0.75,-2.75,1970-01-01 01:07:06,1970-01-01 01:07:06,1970-01-01 01:07:22,0.0,16.0,16.0
2.75,0.75,1970-01-01 01:07:16,1970-01-01 01:07:21,1970-01-01 01:07:44,5.0,23.0,28.0
-0.75,1.25,1970-01-01 01:07:26,1970-01-01 01:07:26,1970-01-01 01:08:49,0.0,83.0,83.0
0.75,-4.25,1970-01-01 01:07:36,,,,,
0.25,3.25,1970-01-01 01:07:46,,,,,
0.75,2.25,1970-01-01 01:07:56,1970-01-01 01:08:02,1970-01-01 01:08:25,6.0,23.0,29.0
2.75,-1.75,1970-01-01 01:08:06,,,,,
-0.75,-2.25,1970-01-01 01:08:16,1970-01-01 01:08:22,1970-01-01 01:09:01,6.0,39.0,45.0
-2.25,-3.25,1970-01-01 01:08:26,1970-01-01 01:08:32,1970-01-01 01:08:50,6.0,18.0,24.0
4.25,0.75,1970-01-01 01:08:37,,,,,
1.75,0.25,1970-01-01 01:08:47,1970-01-01 01:08:52,1970-01-01 01:09:05,5.0,13.0,18.0
-3.25,2.25,1970-01-01 01:08:57,1970-01-01 01:09:59,1970-01-01 01:10:16,62.0,17.0,79.0
2.25,2.25,1970-01-01 01:09:07,,,,,
0.75,-1.75,1970-01-01 01:09:17,1970-01-01 01:09:17,1970-01-01 01:09:26,0.0,9.0,9.0
0.25,-1.25,1970-01-01 01:09:27,1970-01-01 01:09:32,,5.0,,
