x,y,spawned,detected,attained,discovery,attainment,discover_completion
1.75,-1.25,1970-01-01 01:00:02,,,,,
2.25,2.25,1970-01-01 01:00:12,,,,,
2.25,2.75,1970-01-01 01:00:22,1970-01-01 01:00:31,1970-01-01 01:00:48,9.0,17.0,26.0
-1.25,-3.25,1970-01-01 01:00:32,,,,,
3.75,-0.25,1970-01-01 01:00:42,1970-01-01 01:01:01,1970-01-01 01:06:06,19.0,305.0,324.0
-4.25,-0.25,1970-01-01 01:00:53,,,,,
3.25,-3.25,1970-01-01 01:01:03,1970-01-01 01:03:10,1970-01-01 01:04:27,127.0,77.0,204.0
3.25,3.75,1970-01-01 01:01:13,,,,,
0.25,2.75,1970-01-01 01:01:23,,,,,
-1.25,0.25,1970-01-01 01:01:33,,,,,
-2.25,-2.25,1970-01-01 01:01:43,,,,,
-1.25,-0.25,1970-01-01 01:01:53,,,,,
-2.25,-3.25,1970-01-01 01:02:03,,,,,
0.25,-2.25,1970-01-01 01:02:14,,,,,
-0.75,3.25,1970-01-01 01:02:24,1970-01-01 01:02:39,1970-01-01 01:02:54,15.0,15.0,30.0
-0.75,-4.25,1970-01-01 01:03:34,1970-01-01 01:02:55,1970-01-01 01:03:16,-39.0,21.0,-18.0
1.25,-3.25,1970-01-01 01:02:44,1970-01-01 01:03:13,1970-01-01 01:03:57,29.0,44.0,73.0
1.25,-1.75,1970-01-01 01:03:14,,,,,
-3.75,3.25,1970-01-01 01:03:04,,,,,
1.25,-1.75,1970-01-01 01:03:14,,,,,
-0.25,0.75,1970-01-01 01:03:24,,,,,
-0.75,-4.25,1970-01-01 01:03:34,1970-01-01 01:02:55,1970-01-01 01:03:16,-39.0,21.0,-18.0
-2.25,2.25,1970-01-01 01:03:44,,,,,
2.75,-0.75,1970-01-01 01:03:55,,,,,
-2.75,2.25,1970-01-01 01:04:05,,,,,
1.25,2.25,1970-01-01 01:04:15,,,,,
-2.75,-1.75,1970-01-01 01:04:25,,,,,
-1.25,-1.25,1970-01-01 01:04:35,,,,,
2.25,-3.75,1970-01-01 01:04:45,1970-01-01 01:04:45,1970-01-01 01:05:02,0.0,17.0,17.0
2.25,1.75,1970-01-01 01:04:55,,,,,
-0.75,1.25,1970-01-01 01:05:05,,,,,
2.25,1.25,1970-01-01 01:05:15,,,,,
1.25,-4.25,1970-01-01 01:05:25,,,,,
3.75,2.25,1970-01-01 01:05:35,1970-01-01 01:06:05,,30.0,,
0.25,3.75,1970-01-01 01:05:45,,,,,
-1.25,-2.75,1970-01-01 01:05:55,,,,,
0.75,-0.25,1970-01-01 01:06:06,1970-01-01 01:06:08,,2.0,,
-0.25,4.25,1970-01-01 01:06:16,,,,,
-2.75,2.75,1970-01-01 01:00:03,1970-01-01 01:00:08,1970-01-01 01:00:42,5.0,34.0,39.0
-1.25,-3.75,1970-01-01 01:00:13,1970-01-01 01:00:27,1970-01-01 01:01:24,14.0,57.0,71.0
-2.25,2.25,1970-01-01 01:00:23,,,,,
-1.75,0.75,1970-01-01 01:00:33,1970-01-01 01:00:39,1970-01-01 01:01:00,6.0,21.0,27.0
-0.75,-4.25,1970-01-01 01:00:43,1970-01-01 01:00:44,1970-01-01 01:01:29,1.0,45.0,46.0
-3.25,3.75,1970-01-01 01:00:53,,,,,
-1.75,-1.25,1970-01-01 01:01:03,,,,,
1.25,3.25,1970-01-01 01:01:14,,,,,
-3.25,2.75,1970-01-01 01:01:24,,,,,
3.75,3.25,1970-01-01 01:01:34,,,,,
-0.25,-3.75,1970-01-01 01:01:44,1970-01-01 01:01:50,1970-01-01 01:02:30,6.0,40.0,46.0
