x,y,spawned,detected,attained,discovery,attainment,discover_completion
2.25,-1.75,1970-01-01 01:00:02,,,,,
2.25,2.75,1970-01-01 01:00:12,,,,,
-2.75,2.75,1970-01-01 01:00:22,,,,,
1.25,3.75,1970-01-01 01:00:32,1970-01-01 01:00:33,1970-01-01 01:01:20,1.0,47.0,48.0
2.75,3.75,1970-01-01 01:00:42,1970-01-01 01:00:42,1970-01-01 01:01:11,0.0,29.0,29.0
1.25,2.25,1970-01-01 01:00:52,,,,,
-0.25,-3.25,1970-01-01 01:01:02,1970-01-01 01:01:36,1970-01-01 01:01:56,34.0,20.0,54.0
0.75,0.75,1970-01-01 01:01:12,1970-01-01 01:01:17,1970-01-01 01:01:36,5.0,19.0,24.0
0.75,-2.25,1970-01-01 01:01:22,,,,,
2.25,-4.25,1970-01-01 01:01:32,,,,,
-0.25,4.25,1970-01-01 01:01:42,,,,,
0.25,-0.75,1970-01-01 01:01:52,,,,,
0.75,-3.75,1970-01-01 01:02:02,,,,,
