x,y,spawned,detected,attained,discovery,attainment,discover_completion
2.75,-3.75,1970-01-01 01:00:03,1970-01-01 01:00:03,1970-01-01 01:01:00,0.0,57.0,57.0
1.25,-4.25,1970-01-01 01:00:13,1970-01-01 01:00:46,1970-01-01 01:01:24,33.0,38.0,71.0
0.25,3.75,1970-01-01 01:00:23,1970-01-01 01:01:54,1970-01-01 01:02:18,91.0,24.0,115.0
1.25,-3.75,1970-01-01 01:00:33,1970-01-01 01:00:42,1970-01-01 01:01:20,9.0,38.0,47.0
1.75,-2.75,1970-01-01 01:01:14,,,,,
-0.25,-2.25,1970-01-01 01:06:46,,,,,
2.25,2.25,1970-01-01 01:01:34,1970-01-01 01:02:23,1970-01-01 01:02:53,49.0,30.0,79.0
-0.75,0.25,1970-01-01 01:02:04,,,,,
1.75,-1.75,1970-01-01 01:02:14,,,,,
-2.25,2.25,1970-01-01 01:02:34,,,,,
-2.75,-4.25,1970-01-01 01:02:44,,,,,
-3.25,0.25,1970-01-01 01:02:54,1970-01-01 01:04:07,1970-01-01 01:04:42,73.0,35.0,108.0
1.25,3.25,1970-01-01 01:03:04,1970-01-01 01:03:42,1970-01-01 01:04:14,38.0,32.0,70.0
-2.75,-2.25,1970-01-01 01:03:15,,,,,
0.75,2.75,1970-01-01 01:03:25,1970-01-01 01:03:43,1970-01-01 01:04:21,18.0,38.0,56.0
-2.75,-0.75,1970-01-01 01:03:35,1970-01-01 01:05:24,1970-01-01 01:05:49,109.0,25.0,134.0
0.25,-3.75,1970-01-01 01:03:45,,,,,
-2.25,-4.25,1970-01-01 01:08:27,,,,,
1.75,-3.75,1970-01-01 01:04:25,1970-01-01 01:04:59,1970-01-01 01:06:17,34.0,78.0,112.0
0.75,0.75,1970-01-01 01:04:35,,,,,
0.75,-0.25,1970-01-01 01:07:57,,,,,
0.25,-0.75,1970-01-01 01:04:55,,,,,
2.25,3.25,1970-01-01 01:05:05,,,,,
-0.75,0.75,1970-01-01 01:05:15,,,,,
0.25,3.25,1970-01-01 01:07:46,,,,,
2.75,-4.25,1970-01-01 01:05:36,,,,,
