x,y,spawned,detected,attained,discovery,attainment,discover_completion
2.75,-3.25,1970-01-01 01:00:02,1970-01-01 01:00:49,1970-01-01 01:01:23,47.0,34.0,81.0
1.25,-4.25,1970-01-01 01:00:12,1970-01-01 01:00:37,1970-01-01 01:00:52,25.0,15.0,40.0
0.25,4.25,1970-01-01 01:00:22,,,,,
1.25,-3.75,1970-01-01 01:00:32,1970-01-01 01:00:42,1970-01-01 01:01:13,10.0,31.0,41.0
-1.75,-3.25,1970-01-01 01:00:42,,,,,
2.75,-1.25,1970-01-01 01:00:52,,,,,
0.25,2.25,1970-01-01 01:01:02,1970-01-01 01:01:17,1970-01-01 01:01:37,15.0,20.0,35.0
1.75,-2.75,1970-01-01 01:01:12,1970-01-01 01:01:18,1970-01-01 01:02:42,6.0,84.0,90.0
-0.25,-1.25,1970-01-01 01:01:22,1970-01-01 01:01:28,1970-01-01 01:01:50,6.0,22.0,28.0
2.25,2.75,1970-01-01 01:01:32,1970-01-01 01:01:33,1970-01-01 01:02:20,1.0,47.0,48.0
-2.25,-2.25,1970-01-01 01:01:43,1970-01-01 01:01:48,1970-01-01 01:02:12,5.0,24.0,29.0
-0.75,-2.75,1970-01-01 01:01:53,1970-01-01 01:01:53,1970-01-01 01:02:23,0.0,30.0,30.0
-0.75,1.25,1970-01-01 01:02:03,,,,,
1.75,-1.75,1970-01-01 01:02:13,,,,,
1.75,0.75,1970-01-01 01:02:23,,,,,
-2.25,2.25,1970-01-01 01:06:25,,,,,
-2.75,-4.25,1970-01-01 01:02:43,,,,,
-3.25,-0.25,1970-01-01 01:02:53,1970-01-01 01:02:54,1970-01-01 01:03:05,1.0,11.0,12.0
1.25,2.75,1970-01-01 01:03:03,,,,,
-2.75,-2.25,1970-01-01 01:03:13,,,,,
0.75,2.75,1970-01-01 01:03:23,,,,,
-2.75,-1.25,1970-01-01 01:03:34,,,,,
0.25,-3.25,1970-01-01 01:03:44,,,,,
-2.25,2.25,1970-01-01 01:06:25,,,,,
-2.25,-4.25,1970-01-01 01:08:26,,,,,
3.75,-4.25,1970-01-01 01:04:14,,,,,
1.75,-4.25,1970-01-01 01:04:24,,,,,
0.75,1.25,1970-01-01 01:04:34,,,,,
0.75,-0.25,1970-01-01 01:04:44,,,,,
0.25,0.75,1970-01-01 01:04:54,,,,,
2.25,3.75,1970-01-01 01:05:05,1970-01-01 01:05:11,1970-01-01 01:06:03,6.0,52.0,58.0
-0.75,1.75,1970-01-01 01:05:15,,,,,
0.25,3.75,1970-01-01 01:05:25,,,,,
2.75,-4.25,1970-01-01 01:05:35,,,,,
4.25,-1.25,1970-01-01 01:05:45,,,,,
0.25,-1.25,1970-01-01 01:05:55,,,,,
-2.75,-0.25,1970-01-01 01:06:05,,,,,
-3.25,-1.75,1970-01-01 01:06:15,,,,,
-2.25,2.25,1970-01-01 01:06:25,,,,,
1.25,-2.25,1970-01-01 01:07:26,,,,,
-0.25,-1.75,1970-01-01 01:06:45,,,,,
3.25,2.75,1970-01-01 01:06:55,1970-01-01 01:07:09,1970-01-01 01:07:59,14.0,50.0,64.0
-1.25,1.25,1970-01-01 01:07:05,,,,,
-3.75,-0.25,1970-01-01 01:07:16,,,,,
1.25,-2.25,1970-01-01 01:07:26,,,,,
0.25,1.75,1970-01-01 01:07:36,,,,,
0.25,3.25,1970-01-01 01:07:46,,,,,
0.75,0.25,1970-01-01 01:07:56,,,,,
0.75,3.25,1970-01-01 01:08:06,,,,,
0.25,1.25,1970-01-01 01:08:16,,,,,
-2.25,-4.25,1970-01-01 01:08:26,,,,,
-2.75,0.25,1970-01-01 01:08:36,,,,,
0.75,-2.25,1970-01-01 01:08:46,,,,,
-2.75,2.25,1970-01-01 01:08:56,,,,,
-1.75,-0.75,1970-01-01 01:09:06,,,,,
-0.25,1.75,1970-01-01 01:09:16,,,,,
-3.75,3.25,1970-01-01 01:09:26,,,,,
-1.25,1.75,1970-01-01 01:09:36,,,,,
-3.75,0.75,1970-01-01 01:09:46,,,,,
1.25,0.75,1970-01-01 01:09:56,,,,,
-0.75,-2.25,1970-01-01 01:10:07,,,,,
-3.25,3.75,1970-01-01 01:10:17,,,,,
2.25,-0.75,1970-01-01 01:10:27,,,,,
